node1.cpu$0@100 node1.int$0@100 node1.mem$0@100 node2.cpu$0@100 node2.int$0@100 node2.mem$0@100 node3.cpu$0@100 node3.int$0@100 node3.mem$0@100 node4.cpu$0@100 node4.int$0@100 node4.mem$0@100
3 12 52 9 0 36 15 23 26 24 0 27
6 12 52 9 0 36 15 15 26 24 0 27
6 10 52 9 0 36 15 16 26 27 0 27
9 13 52 9 0 36 15 15 26 21 0 27
6 10 52 9 0 36 15 18 26 24 0 27
6 9 53 9 0 35 15 14 26 21 0 27
3 8 52 9 0 36 15 13 26 24 0 27
9 0 36 18 18 26 24 0 27 9 10 52
9 0 36 12 18 26 24 0 27 6 11 52
12 0 36 15 20 26 24 0 27 3 9 53
6 0 36 15 19 26 24 0 27 3 12 53
9 0 36 24 0 27 6 12 53 9 0 36
15 20 26 21 0 27 6 8 52 9 0 36
15 23 26 24 0 27 6 14 52 9 0 36
15 26 26 24 0 27 6 11 52 9 0 36
15 15 26 24 0 27 6 9 53 9 0 36
15 17 26 24 0 27 6 11 53 9 0 36
15 19 26 21 0 27 6 11 53 9 0 36
15 24 26 24 0 27 6 10 53 9 0 36
21 19 26 24 0 27 9 12 53 9 0 36
15 15 26 24 0 27 6 10 52 9 0 36
15 13 26 24 0 27 6 12 52 9 0 36
12 15 26 24 0 27 6 12 53 9 0 36
15 15 26 24 0 27 3 9 52 9 0 36
15 13 26 24 0 27 6 10 52 9 0 36
15 14 26 24 0 27 6 8 52 9 0 36
15 12 26 27 0 27 6 9 53 9 0 36
15 13 26 24 0 27 6 13 53 9 0 36
15 14 26 21 0 27 3 10 53 9 0 36
15 15 26 24 0 27 3 12 53 9 0 36
15 11 26 24 0 27 6 10 53 9 0 36
15 11 26 24 0 27 6 9 53 9 0 36
15 7 26 24 0 27 6 11 53 12 0 36
15 7 26 24 0 27 3 6 52 9 0 36
15 10 26 21 0 27 6 9 53 9 0 36
15 6 26 24 0 27 3 10 53 9 0 36
15 10 26 24 0 27 6 9 53 9 0 36
15 7 26 21 0 27 6 8 53 9 0 36
15 6 26 24 0 27 6 10 53 9 0 36
12 7 26 24 0 27 3 4 53 9 0 36
12 6 26 24 0 27 3 7 53 9 0 36
15 7 26 24 0 27 3 8 53 9 0 36
12 6 26 24 0 27 6 4 53 9 0 36
15 7 26 24 0 27 3 6 53 9 0 36
15 6 26 24 0 27 3 5 53 12 0 36
15 8 26 24 0 27 3 4 53 9 0 36
15 6 26 21 0 27 3 6 53 9 0 36
15 5 26 21 0 27 3 6 53 9 0 36
12 5 26 24 0 27 3 5 53 9 0 36
15 6 26 24 0 27 6 3 53 9 0 36
15 6 26 24 0 27 3 4 53 9 0 36
12 5 26 24 0 27 6 8 53 9 0 36
15 4 26 24 0 27 3 3 53 9 0 35
12 4 26 24 0 27 3 4 53 9 0 36
12 4 26 21 0 27 3 4 53 9 0 36
15 3 26 21 0 27 6 3 53 9 0 36
15 1 26 24 0 27 3 4 53 12 0 36
15 0 26 24 0 27 3 2 53 9 0 36
15 0 26 24 0 27 3 4 53 9 0 36
12 1 26 21 0 27 3 2 53 9 0 36
15 1 26 24 0 27 3 3 53 9 0 36
12 0 26 24 0 27 3 4 53 9 0 36
12 0 26 24 0 27 3 5 53 9 0 36
15 0 26 21 0 27 3 5 53 9 0 36
15 0 26 21 0 27 3 3 53 9 0 36
12 1 26 21 0 27 3 2 53 9 0 36
12 1 26 24 0 27 6 4 53 9 0 36
15 0 25 21 0 27 6 2 53 9 0 36
12 0 25 24 0 27 3 1 53 12 0 36
15 1 25 21 0 27 6 3 53 9 0 36
15 0 25 21 0 27 3 2 53 6 0 37
15 0 25 24 0 27 3 5 53 9 0 36
15 0 25 21 0 27 3 1 53 9 0 36
12 0 25 24 0 27 3 1 53 9 0 36
15 1 25 27 0 27 3 4 53 9 0 37
15 1 25 24 0 27 3 1 53 9 0 36
12 1 25 21 0 27 3 3 53 6 0 36
15 1 25 24 0 27 3 3 53 9 0 36
12 2 25 21 0 27 3 4 53 9 0 36
18 0 25 24 0 27 3 3 53 9 0 37
15 0 25 24 0 27 3 1 53 9 0 36
15 0 25 21 0 27 3 1 53 9 0 36
15 0 25 21 0 27 3 2 53 9 0 36
12 0 25 24 0 27 3 2 53 9 0 37
12 0 25 24 0 27 3 3 53 9 0 36
15 1 25 24 0 27 3 3 53 9 0 36
15 0 25 27 0 27 3 4 53 9 0 36
12 1 25 24 0 27 3 1 53 9 0 36
12 0 25 24 0 27 3 1 53 9 0 36
15 0 25 24 0 27 3 5 53 9 0 36
12 0 25 21 0 27 3 2 52 9 0 36
15 1 25 24 0 27 9 0 37 12 2 25
24 0 27 3 2 52 15 0 37 15 0 25
24 0 27 3 0 52 9 0 36 15 0 25
24 0 27 3 3 52 9 0 36 15 0 25
24 0 27 3 3 52 9 0 36 12 1 25
21 0 27 3 0 52 9 0 37 15 0 25
24 0 27 3 2 52 9 0 36 12 0 25
27 0 27 3 4 52 9 0 36 15 0 25
24 0 27 3 3 52 9 0 37 15 0 25
24 0 27 3 2 52 9 0 36 12 0 25
24 0 27 3 3 52 9 0 37 15 0 25
24 0 27 6 1 52 9 0 37 18 0 25
21 0 27 3 7 52 9 0 37 12 0 25
24 0 27 3 4 52 12 0 37 12 0 25
24 0 27 3 1 52 9 0 37 12 0 25
24 0 27 6 2 52 6 0 37 15 0 25
24 0 27 3 5 52 9 0 37 15 0 25
24 0 27 3 4 52 9 0 36 12 0 25
21 0 27 3 2 52 9 0 37 15 0 25
27 0 27 3 3 52 12 0 37 12 0 26
24 0 27 3 4 52 9 0 37 15 0 25
24 0 27 3 2 52 9 0 36 12 0 25
24 0 27 3 4 52 9 0 37 24 0 27
6 3 52 9 0 37 18 0 25 24 0 27
3 2 52 9 0 37 12 0 25 24 0 27
3 4 52 12 0 37 12 0 26 24 0 27
3 3 52 9 0 36 15 0 25 21 0 27
3 3 52 9 0 37 12 0 25 24 0 27
3 3 52 9 0 37 15 0 25 24 0 27
6 2 52 9 0 37 15 1 25 24 0 27
3 4 52 9 0 37 12 0 25 27 0 27
3 4 52 9 0 37 12 0 26 24 0 27
3 2 52 9 0 36 12 0 25 24 0 27
3 3 52 9 0 37 12 0 25 21 0 27
3 4 52 9 0 37 12 0 26 24 0 27
6 3 52 9 0 37 15 0 25 24 0 27
6 2 52 9 0 36 15 0 26 24 0 27
3 3 52 9 0 37 15 0 25 24 0 27
3 5 52 9 0 37 12 0 25 24 0 27
6 1 52 9 0 36 12 0 25 21 0 27
3 3 52 9 0 37 15 0 25 24 0 27
3 5 52 9 0 37 15 0 26 21 0 27
3 1 52 9 0 37 12 0 25 27 0 27
3 3 52 9 0 37 12 0 26 21 0 27
3 5 52 9 0 37 12 0 25 24 0 27
3 1 52 9 0 37 15 0 25 21 0 27
3 4 52 9 0 36 12 0 25 21 0 27
9 4 52 9 0 37 18 0 26 24 0 27
6 2 52 9 0 37 15 0 25 21 0 27
3 3 52 12 0 36 12 0 25 24 0 27
3 4 52 9 0 37 12 0 25 21 0 27
3 2 52 9 0 36 12 0 25 24 0 27
3 3 52 9 0 37 12 0 26 24 0 27
3 4 52 9 0 37 15 0 25 21 0 27
3 3 52 9 0 36 15 0 25 27 0 27
3 2 52 9 0 37 12 0 26 24 0 27
3 4 52 9 0 37 15 0 25 24 0 27
3 1 52 9 0 37 12 0 26 24 0 27
6 1 52 9 0 37 12 0 25 21 0 27
3 4 38 9 0 37 18 0 26 24 0 27
6 3 38 9 0 37 12 0 25 21 0 27
3 3 38 12 0 37 15 0 26 21 0 27
3 3 38 9 0 37 12 0 26 24 0 27
3 1 38 9 0 37 12 0 26 24 0 27
3 2 38 9 0 37 12 0 26 24 0 27
3 2 38 9 0 37 15 0 25 24 0 27
3 1 38 9 0 37 12 0 26 24 0 27
3 3 38 6 0 37 12 0 26 21 0 28
3 3 38 9 0 37 15 0 26 24 0 27
3 2 39 9 0 37 15 0 26 24 0 27
3 1 38 9 0 37 15 0 26 24 0 27
6 2 38 9 0 37 15 0 26 21 0 27
3 2 38 9 0 37 15 0 26 24 0 27
3 4 38 9 0 38 15 0 26 24 0 27
3 1 38 9 0 37 15 0 25 24 0 27
3 4 38 9 0 37 12 0 26 24 0 27
3 1 39 9 0 37 12 0 26 21 0 27
3 2 39 9 0 37 15 0 26 24 0 27
3 3 38 9 0 37 15 0 26 30 0 27
3 1 39 9 0 37 12 0 26 24 0 28
3 1 39 9 0 37 15 0 26 24 0 27
3 3 39 9 0 38 15 0 25 24 0 27
3 1 39 9 0 37 15 0 26 21 0 27
3 3 39 9 0 37 18 1 26 24 0 27
6 2 39 9 0 37 12 0 26 21 0 27
3 0 39 12 0 37 15 0 26 24 0 27
3 3 39 9 0 38 12 0 26 24 0 27
3 2 38 9 0 38 15 0 26 21 0 27
3 0 39 9 0 37 12 0 25 24 0 27
3 4 39 9 0 37 12 1 26 24 0 27
3 2 39 9 0 38 12 0 25 24 0 27
3 4 39 9 0 38 15 0 26 24 0 27
3 2 38 9 0 37 15 0 26 24 0 27
3 2 39 6 0 37 12 0 26 24 0 28
3 2 38 9 0 37 15 0 26 24 0 27
3 2 39 9 0 38 15 1 26 21 0 27
9 4 38 9 0 37 15 2 26 24 0 27
3 2 39 9 0 37 12 0 26 24 0 27
3 1 39 9 0 37 15 0 26 24 0 28
3 4 39 6 0 38 15 2 26 24 0 27
3 1 39 9 0 37 15 1 26 21 0 27
3 1 39 9 0 38 15 0 26 24 0 27
3 4 38 9 0 37 12 7 26 24 0 28
3 1 39 9 0 37 15 5 26 21 0 27
3 5 39 9 0 37 15 4 26 24 0 27
6 82 39 9 0 37 12 2 26 24 0 27
3 30 39 9 0 37 15 9 26 24 0 27
6 8 39 9 0 37 15 5 26 24 0 27
3 3 39 9 0 37 12 4 26 24 0 28
3 2 39 9 0 38 15 6 26 24 0 27
3 3 39 9 0 38 15 3 26 24 0 27
3 2 39 9 0 37 12 4 26 21 0 28
3 6 39 9 0 38 15 4 26 24 0 28
3 2 39 9 0 37 15 14 26 24 0 27
3 0 39 9 0 38 15 8 26 27 0 27
3 5 38 9 0 38 15 7 26 24 0 27
3 3 39 9 0 37 15 10 26 24 0 27
3 1 39 9 0 37 15 9 26 24 0 28
3 5 39 9 0 38 15 10 26 21 0 28
6 6 39 9 0 37 18 10 26 21 0 27
3 3 39 9 0 37 12 5 26 21 0 27
3 4 39 15 0 37 15 6 26 21 0 28
3 3 39 9 0 38 15 8 26 24 0 28
3 4 39 9 0 38 15 12 26 24 0 28
6 4 39 9 0 38 15 8 26 21 0 28
3 5 39 9 0 37 18 8 26 24 0 28
3 9 39 9 0 38 15 10 26 24 0 27
3 13 39 6 0 38 15 15 26 21 0 28
9 0 38 15 14 26 21 0 28 3 4 39
12 0 37 15 8 26 24 0 27 3 4 39
9 0 37 15 9 26 24 0 27 6 11 31
9 0 37 15 13 26 24 0 27 6 3 31
9 0 37 15 14 26 24 0 27 3 7 31
9 0 38 15 11 26 21 0 28 3 10 31
9 0 37 15 12 26 24 0 27 3 7 31
9 0 38 15 20 26 24 0 28 3 8 31
9 0 38 15 21 26 24 0 27 3 12 32
9 0 38 15 19 26 24 0 28 6 10 31
9 0 38 15 16 26 27 0 28 6 13 31
9 0 38 15 18 26 24 0 28 3 11 31
9 0 38 15 25 26 24 0 28 6 9 31
9 0 38 15 19 26 24 0 28 6 8 31
9 0 38 15 18 26 24 0 28 6 12 32
9 0 38 21 21 26 24 0 28 9 8 31
9 0 38 24 0 28 6 10 31 12 0 38
15 23 26 21 0 28 6 13 31 9 0 38
15 21 26 24 0 28 6 9 31 9 0 38
18 16 26 24 0 28 6 10 31 9 0 38
15 20 26 21 0 28 6 11 32 9 0 38
18 22 26 24 0 28 6 18 32 9 0 38
15 27 26 27 0 28 3 9 31 9 0 38
18 20 26 24 0 28 6 11 32 9 0 38
15 21 26 24 0 28 6 12 31 9 0 38
15 25 26 24 0 28 3 12 31 9 0 38
15 25 26 21 0 28 9 12 31 6 0 38
18 27 26 24 0 28 9 9 32 9 0 38
15 22 26 24 0 28 6 10 32 9 0 38
15 23 26 21 0 28 6 15 31 9 0 38
15 21 26 24 0 28 3 8 32 9 0 38
15 24 26 24 0 28 6 10 31 9 0 38
18 19 26 24 0 28 3 12 31 9 0 38
15 24 26 24 0 27 6 7 32 9 0 38
15 20 26 24 0 28 3 9 32 9 0 38
15 27 26 21 0 28 3 14 31 9 0 38
15 22 26 24 0 28 6 10 31 9 0 38
15 26 26 21 0 28 6 14 32 9 0 38
15 19 26 24 0 28 9 12 32 9 0 38
21 24 26 21 0 28 6 10 31 9 0 38
24 0 28 6 9 32 12 0 38 15 21 26
21 0 28 6 14 31 9 0 38 15 21 26
24 0 28 6 14 31 9 0 38 15 24 26
24 0 28 6 14 32 9 0 38 15 23 26
24 0 28 6 12 31 9 0 38 15 22 26
24 0 28 6 12 31 9 0 38 15 18 26
24 0 28 3 13 31 9 0 38 15 21 26
24 0 28 6 8 31 6 0 38 15 20 26
21 0 28 6 13 32 9 0 38 18 22 26
24 0 28 9 0 38 15 19 26 21 0 28
6 11 32 6 0 38 18 19 26 24 0 28
12 12 32 9 0 38 15 17 26 24 0 28
6 10 31 12 0 38 15 18 26 24 0 28
6 10 32 9 0 38 15 15 26 21 0 28
6 18 32 9 0 38 15 16 26 21 0 28
6 13 31 9 0 38 15 22 26 24 0 28
6 12 31 9 0 38 18 21 26 21 0 28
6 12 32 9 0 38 15 18 26 24 0 27
6 10 32 9 0 38 15 15 26 21 0 28
6 12 31 9 0 38 15 17 26 24 0 28
3 10 32 9 0 38 15 17 26 24 0 28
6 8 32 9 0 38 15 16 26 24 0 28
12 11 32 9 0 38 18 16 26 24 0 28
6 16 32 9 0 38 18 17 27 24 0 28
3 16 32 9 0 38 15 17 26 21 0 28
9 13 31 9 0 38 15 20 26 24 0 28
6 13 32 6 0 38 15 18 26 24 0 28
6 13 32 9 0 38 15 25 27 24 0 28
6 12 32 9 0 38 24 0 28 6 12 32
9 0 38 15 25 26 27 0 28 6 15 32
9 0 38 15 21 26 24 0 28 6 15 32
9 0 38 15 19 26 24 0 28 9 11 32
9 0 38 15 18 26 24 0 28 6 11 32
9 0 38 15 26 27 24 0 28 6 15 32
9 0 38 18 22 26 24 0 28 6 12 32
9 0 38 15 19 26 24 0 28 6 8 32
18 0 39 15 17 26 21 0 28 6 12 32
6 0 38 15 24 26 21 0 28 6 10 32
9 0 38 15 19 26 21 0 28 3 12 32
9 0 38 15 19 26 24 0 28 6 11 32
9 0 38 15 19 26 21 0 28 3 15 32
9 0 38 15 15 26 27 0 28 9 12 32
9 0 38 15 16 27 21 0 28 6 16 32
9 0 38 15 17 27 21 0 28 6 16 32
9 0 38 15 12 26 21 0 28 3 11 32
9 0 38 15 16 26 24 0 28 6 8 32
9 0 38 15 12 27 24 0 28 9 12 32
9 0 38 15 14 26 24 0 28 3 12 32
9 0 38 12 11 26 21 0 28 3 8 32
6 0 38 15 11 26 24 0 28 6 13 32
9 0 38 15 16 26 21 0 28 3 8 32
9 0 38 15 17 26 24 0 28 6 11 32
9 0 38 15 17 26 24 0 28 9 0 38
15 15 27 27 0 28 6 9 32 9 0 38
15 15 27 21 0 28 3 10 32 9 0 38
15 14 26 24 0 28 3 11 32 9 0 38
15 14 26 24 0 28 3 9 32 9 0 38
15 14 27 24 0 28 9 8 32 9 0 38
15 12 26 21 0 28 3 9 32 9 0 38
24 0 28 3 9 32 9 0 38 12 8 26
21 0 28 3 7 32 9 0 38 15 7 27
24 0 28 3 9 32 9 0 38 15 8 27
24 0 28 6 9 32 9 0 38 15 7 27
24 0 28 6 6 32 9 0 38 15 11 27
24 0 28 3 9 33 9 0 38 15 5 27
24 0 28 3 6 33 9 0 38 15 7 27
24 0 28 3 5 32 9 0 38 15 8 27
21 0 28 3 8 32 9 0 39 15 6 27
24 0 28 3 5 32 9 0 38 12 6 27
24 0 28 6 5 27 9 0 38 18 5 27
24 0 28 3 5 27 9 0 38 15 5 27
24 0 28 3 6 27 12 0 39 12 4 26
21 0 28 3 3 27 9 0 38 15 3 26
21 0 28 3 7 28 9 0 38 12 4 27
24 0 28 3 3 27 9 0 38 15 4 27
24 0 28 6 3 28 9 0 39 15 4 27
24 0 28 0 6 27 9 0 38 15 6 27
24 0 28 3 3 28 9 0 38 12 5 27
24 0 28 3 1 27 9 0 38 15 6 27
24 0 28 3 5 27 9 0 39 15 4 27
21 0 28 3 1 28 9 0 39 15 3 27
21 0 28 6 3 28 9 0 39 15 2 27
24 0 28 3 4 27 9 0 39 12 1 27
21 0 28 3 1 27 12 0 38 12 0 27
24 0 28 3 3 27 9 0 38 15 0 27
24 0 28 3 3 28 9 0 38 15 1 26
21 0 28 3 1 28 9 0 38 12 0 27
24 0 28 3 1 28 9 0 38 15 0 27
24 0 28 3 3 28 6 0 38 12 0 27
27 0 28 3 2 27 9 0 38 15 0 27
24 0 28 3 0 28 9 0 38 12 0 27
21 0 28 6 4 27 9 0 38 15 0 27
24 0 28 3 2 28 9 0 38 12 0 27
24 0 28 6 0 28 9 0 38 18 0 27
24 0 28 3 4 28 9 0 38 15 0 27
24 0 28 3 2 28 12 0 39 15 2 27
21 0 28 3 1 28 9 0 38 12 0 26
24 0 28 3 2 28 9 0 38 15 0 27
24 0 28 3 3 28 9 0 38 12 0 27
21 0 28 3 6 28 9 0 38 15 0 26
24 0 28 3 2 28 9 0 38 12 0 27
27 0 28 3 2 28 9 0 38 12 0 27
24 0 28 3 2 28 9 0 38 15 0 27
24 0 28 3 2 28 9 0 38 15 0 27
21 0 28 3 4 28 9 0 38 12 1 27
24 0 28 3 1 28 9 0 38 15 0 27
24 0 28 6 1 28 9 0 38 12 0 27
24 0 28 3 6 28 9 0 38 12 0 26
24 0 28 3 2 28 9 0 38 15 0 27
24 0 28 3 1 28 9 0 39 12 1 27
24 0 28 3 3 28 9 0 38 12 1 27
24 0 28 3 2 28 9 0 38 12 0 27
21 0 28 3 2 28 9 0 38 15 0 27
3 1 28 9 0 38 15 0 27 24 0 28
3 3 27 9 0 39 15 0 27 24 0 28
3 3 28 9 0 38 12 0 27 24 0 28
3 1 28 9 0 38 12 1 27 24 0 28
9 3 28 9 0 38 18 0 27 24 0 28
3 1 28 9 0 39 12 0 27 24 0 28
3 5 28 12 0 39 12 0 27 24 0 28
3 1 28 9 0 39 12 2 27 21 0 28
3 1 28 9 0 39 12 0 27 21 0 28
3 2 28 9 0 39 15 0 27 21 0 28
3 3 28 9 0 39 15 0 27 24 0 28
3 1 28 9 0 39 15 0 27 27 0 28
3 1 28 9 0 39 15 1 26 21 0 28
3 4 28 9 0 38 12 0 27 24 0 28
3 0 28 9 0 39 15 0 27 21 0 28
3 3 28 9 0 39 12 1 27 24 0 28
3 3 28 9 0 39 15 0 27 24 0 28
6 6 28 9 0 39 12 0 27 24 0 28
3 3 28 9 0 39 15 0 27 24 0 28
3 3 28 9 0 38 12 0 27 24 0 28
3 0 28 9 0 39 15 0 27 21 0 28
3 2 28 9 0 39 15 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
3 1 28 9 0 39 9 0 27 24 0 28
3 2 28 9 0 38 12 0 27 21 0 28
3 3 28 9 0 39 12 0 27 21 0 28
3 3 28 9 0 38 15 0 27 24 0 28
3 0 28 9 0 39 15 1 27 24 0 28
6 2 28 9 0 39 15 0 27 21 0 28
9 4 28 9 0 39 15 0 27 24 0 28
3 0 28 12 0 38 15 0 27 24 0 28
3 2 28 9 0 38 15 0 27 21 0 28
3 3 28 9 0 39 12 0 27 21 0 28
3 0 28 9 0 38 15 1 27 21 0 28
3 2 28 9 0 39 15 0 27 24 0 28
3 3 28 9 0 39 15 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
3 1 28 9 0 38 12 0 27 24 0 28
3 2 28 9 0 39 15 1 27 24 0 28
3 2 28 9 0 39 12 1 27 24 0 28
3 1 28 9 0 39 18 0 27 24 0 28
3 3 28 9 0 38 12 0 27 21 0 28
3 2 28 12 0 39 12 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
0 1 28 9 0 38 12 0 27 21 0 28
3 3 28 9 0 38 15 0 27 24 0 28
3 1 28 9 0 39 15 0 27 24 0 28
3 0 28 9 0 39 12 0 27 24 0 28
3 4 28 9 0 38 12 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
3 0 28 9 0 38 15 0 27 24 0 28
3 4 28 9 0 39 15 0 27 24 0 28
6 2 28 9 0 39 12 0 27 24 0 28
3 1 28 12 0 38 12 0 27 21 0 28
3 1 28 9 0 38 12 1 27 24 0 28
3 3 28 9 0 38 15 0 27 21 0 29
3 1 28 9 0 38 15 0 27 24 0 28
3 1 28 9 0 38 12 0 27 24 0 29
3 2 28 9 0 38 12 0 27 30 0 28
3 2 28 9 0 38 12 0 27 24 0 29
3 1 28 9 0 38 12 0 27 24 0 28
3 2 29 9 0 38 15 0 27 24 0 28
3 2 28 9 0 39 12 0 27 24 0 28
3 1 28 9 0 38 21 0 27 24 0 28
6 5 28 9 0 38 12 0 27 24 0 28
3 3 28 12 0 39 15 0 27 24 0 28
3 1 28 12 0 38 12 1 27 24 0 28
3 1 28 9 0 38 12 0 27 24 0 28
3 2 28 9 0 38 15 0 27 24 0 28
3 2 28 9 0 38 15 0 27 24 0 28
3 1 28 9 0 38 12 0 27 27 0 28
3 1 28 9 0 38 12 0 27 24 0 28
3 3 28 9 0 38 12 0 27 24 0 28
3 1 28 9 0 38 15 0 27 24 0 28
3 1 28 9 0 38 12 0 27 24 0 28
9 3 28 9 0 38 15 0 27 24 0 29
3 1 28 9 0 38 12 1 27 24 0 28
3 1 28 12 0 39 12 0 27 24 0 29
3 2 28 9 0 38 15 0 27 24 0 28
3 2 28 9 0 39 15 0 27 24 0 29
3 2 28 9 0 39 15 0 27 24 0 29
3 2 28 6 0 38 12 0 27 24 0 29
3 1 28 9 0 38 15 0 27 27 0 28
3 3 28 9 0 38 9 0 27 24 0 29
3 1 28 9 0 39 15 0 27 24 0 29
3 2 28 9 0 38 9 0 27 21 0 29
3 2 28 9 0 38 15 0 27 24 0 28
6 1 28 9 0 38 12 0 27 24 0 29
3 1 28 9 0 38 12 0 27 24 0 29
3 4 28 15 0 39 12 0 27 24 0 29
3 2 28 9 0 39 15 0 27 24 0 28
3 1 28 9 0 38 12 0 27 24 0 29
3 2 28 9 0 38 12 0 27 21 0 29
3 2 28 9 0 38 15 0 27 24 0 28
3 1 28 9 0 39 12 0 27 24 0 29
3 3 28 9 0 38 15 0 27 24 0 29
3 3 28 9 0 38 15 0 27 24 0 29
3 1 28 9 0 38 15 0 27 24 0 29
3 1 28 9 0 39 15 0 27 24 0 29
3 3 29 9 0 38 15 0 27 24 0 29
9 1 28 9 0 38 15 0 27 24 0 29
3 2 28 12 0 39 12 0 27 24 0 29
3 2 28 9 0 39 12 0 27 24 0 29
9 0 39 12 0 27 24 0 30 3 1 28
9 0 38 15 0 27 24 0 30 3 4 28
9 0 38 15 0 27 21 0 30 3 2 28
9 0 38 12 1 27 30 0 30 3 0 28
9 0 39 15 1 27 24 0 31 3 4 29
9 0 39 15 0 27 24 0 30 3 1 28
9 0 38 12 0 27 24 0 30 3 0 28
9 0 38 12 0 27 24 0 30 3 5 28
6 0 39 15 0 27 24 0 30 3 2 29
9 0 39 15 0 27 24 0 30 3 0 28
12 0 39 15 0 27 24 0 30 3 4 29
9 0 38 12 0 27 24 0 30 3 2 28
9 0 39 12 0 27 24 0 31 3 1 28
9 0 39 15 0 27 24 0 31 3 3 28
9 0 39 15 0 28 24 0 28 3 2 29
9 0 39 15 0 28 24 0 28 3 1 28
9 0 39 12 0 28 24 0 28 3 2 28
9 0 38 12 0 28 24 0 28 3 3 28
9 0 39 15 0 27 21 0 28 3 1 28
9 0 39 12 0 27 24 0 28 6 2 29
9 0 39 15 0 27 24 0 28 6 4 29
9 0 39 15 0 27 27 0 28 3 1 28
15 0 39 15 1 27 24 0 28 3 1 28
9 0 39 15 0 28 21 0 28 3 3 29
9 0 38 12 0 27 24 0 28 3 3 28
9 0 39 12 0 28 24 0 28 3 1 29
9 0 39 12 1 27 24 0 28 3 5 29
9 0 39 15 3 28 27 0 28 3 4 29
9 0 39 15 1 28 24 0 28 3 1 29
9 0 39 12 2 28 24 0 28 3 4 29
9 0 39 12 4 28 24 0 28 6 5 29
9 0 39 12 2 27 24 0 29 6 2 28
9 0 39 15 4 27 24 0 28 6 4 28
9 0 39 12 7 27 24 0 28 3 4 28
9 0 39 15 6 27 24 0 29 3 5 29
9 0 39 15 6 27 21 0 28 3 7 29
9 0 39 15 7 27 24 0 29 6 8 29
9 0 39 12 5 28 24 0 29 3 9 29
9 0 39 12 8 27 24 0 29 6 8 28
9 0 39 12 7 27 24 0 29 6 8 28
9 0 39 15 9 27 21 0 29 3 6 29
9 0 39 12 6 27 24 0 29 3 7 28
9 0 39 12 6 28 24 0 29 6 7 29
9 0 39 15 6 27 21 0 29 6 8 29
9 0 39 15 7 27 24 0 29 9 7 29
9 0 38 15 7 27 24 0 29 6 7 29
12 0 39 15 6 27 24 0 29 3 6 29
9 0 39 15 6 27 24 0 29 3 8 29
9 0 39 15 6 27 24 0 29 3 10 29
9 0 39 12 7 27 24 0 29 6 11 29
9 0 39 15 8 28 24 0 29 6 9 29
9 0 39 12 8 28 27 0 29 6 11 29
9 0 39 15 11 27 24 0 29 3 13 29
9 0 39 15 7 28 24 0 29 9 10 29
9 0 39 15 7 28 24 0 29 6 7 29
9 0 39 12 6 28 24 0 29 6 8 29
9 0 39 15 8 28 24 0 29 9 10 29
9 0 39 15 8 28 24 0 29 3 9 29
12 0 39 15 7 28 24 0 29 6 11 29
9 0 39 12 10 27 24 0 29 6 9 29
9 0 39 15 9 27 24 0 29 3 9 29
9 0 39 12 8 28 24 0 29 6 9 29
9 0 39 15 10 28 24 0 29 6 12 29
9 0 39 12 12 28 24 0 29 6 11 29
9 0 39 24 0 29 6 10 29 9 0 39
12 9 27 24 0 29 3 8 29 9 0 39
12 10 28 24 0 29 6 10 29 9 0 39
15 8 28 24 0 29 6 12 29 9 0 39
18 10 28 24 0 29 9 9 29 9 0 39
12 9 28 24 0 30 6 11 29 9 0 39
15 8 27 24 0 29 6 8 29 9 0 39
12 7 28 24 0 29 3 8 29 9 0 39
15 9 28 24 0 29 6 11 29 9 0 39
15 9 28 21 0 29 6 9 29 9 0 39
15 9 28 24 0 29 6 9 29 9 0 39
15 8 28 24 0 29 6 12 29 9 0 39
15 8 28 24 0 29 6 10 29 9 0 39
12 9 28 24 0 29 6 9 29 9 0 39
15 9 28 24 0 29 6 9 29 9 0 39
12 8 28 24 0 29 6 8 29 9 0 39
15 8 28 24 0 30 6 9 29 9 0 39
15 7 28 24 0 29 3 11 29 12 0 39
15 7 28 24 0 30 9 0 39 12 7 27
24 0 29 6 9 29 9 0 39 12 6 28
24 0 29 3 9 29 9 0 39 15 8 28
24 0 29 6 9 29 9 0 39 15 6 28
24 0 29 3 7 29 9 0 39 12 7 28
27 0 30 3 10 29 9 0 39 12 6 28
24 0 29 6 11 29 9 0 39 15 7 28
21 0 29 3 8 29 9 0 39 15 6 28
24 0 29 6 7 29 9 0 39 15 7 28
24 0 30 9 12 29 9 0 39 18 7 28
24 0 29 6 9 29 9 0 39 15 8 28
24 0 29 3 8 29 12 0 39 15 10 28
24 0 30 6 12 29 9 0 39 15 10 28
24 0 30 6 11 29 9 0 39 15 10 28
24 0 30 6 9 29 9 0 39 15 9 28
24 0 29 6 13 30 9 0 39 15 9 28
24 0 30 6 7 29 6 0 39 12 12 27
27 0 30 6 8 29 9 0 39 15 10 28
24 0 29 6 10 29 9 0 39 15 9 28
24 0 30 6 9 30 9 0 39 12 7 28
