date,node,type
2014-02-13 23:08:37,nodeId01.ret.org,t.0x0000019
2014-02-13 23:09:17,nodeId01.ret.org,t.0x0000012
2014-02-13 23:09:20,nodeId01.ret.org,t.0x0000012
2014-02-14 00:17:54,nodeIn01.ret.org,t.0x0000012
2014-02-14 01:36:11,nodeIn01.ret.org,t.0x0000012
2014-02-14 04:59:11,nodeIn01.ret.org,t.0x0000003
2014-02-14 06:41:38,nodeIn02.ret.org,t.0x0000012
2014-02-14 09:16:25,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:35:24,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:36:54,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:37:13,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:37:39,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:37:51,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:38:09,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:38:38,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:39:01,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:39:19,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:39:42,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:40:01,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:40:14,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:40:36,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:41:07,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:41:20,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:41:36,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:41:51,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:42:33,nodeIn01.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 12:43:04,nodeIn02.ret.org,t.0x0000012
2014-02-14 13:06:31,nodeBi01.ret.org,t.0x0000201
2014-02-14 13:06:31,nodeBi03.ret.org,t.0x0000201
2014-02-14 13:11:48,nodeBi01.ret.org,t.0x0000201
2014-02-14 13:11:48,nodeBi03.ret.org,t.0x0000201
2014-02-14 13:19:21,nodeBi02.ret.org,t.0x0000201
2014-02-14 13:19:21,nodeBi04.ret.org,t.0x0000201
2014-02-14 13:19:37,nodeBi02.ret.org,t.0x0000201
2014-02-14 13:19:37,nodeBi04.ret.org,t.0x0000201
2014-02-14 14:43:52,nodeIn01.ret.org,t.0x0000012
2014-02-14 17:12:49,nodeIn01.ret.org,t.0x0000012
2014-02-14 18:12:30,nodeIn01.ret.org,t.0x0000012
2014-02-15 02:10:13,nodeIn02.ret.org,t.0x0000012
2014-02-15 02:20:49,nodeIn01.ret.org,t.0x0000012
2014-02-15 03:09:17,nodeIn01.ret.org,t.0x0000012
2014-02-15 05:05:25,nodeIn01.ret.org,t.0x0000012
2014-02-15 06:55:11,nodeIn02.ret.org,t.0x0000012
2014-02-15 11:23:08,nodeIn01.ret.org,t.0x0000012
2014-02-15 11:31:17,nodeIn01.ret.org,t.0x0000012
2014-02-15 12:39:18,nodeIn01.ret.org,t.0x0000012
2014-02-15 16:24:37,nodeIn01.ret.org,t.0x0000012
2014-02-15 17:55:22,nodeIn01.ret.org,t.0x0000012
2014-02-15 18:55:02,nodeIn01.ret.org,t.0x0000012
2014-02-16 04:33:40,nodeIn01.ret.org,t.0x0000012
2014-02-16 10:09:34,nodeIn01.ret.org,t.0x0000012
2014-02-16 12:48:40,nodeIn01.ret.org,t.0x0000012
2014-02-16 14:15:05,nodeIn01.ret.org,t.0x0000012
2014-02-16 15:14:44,nodeIn01.ret.org,t.0x0000012
2014-02-16 17:47:32,nodeIn01.ret.org,t.0x0000012
2014-02-16 20:35:32,nodeIn01.ret.org,t.0x0000012
2014-02-16 21:47:38,nodeIn01.ret.org,t.0x0000012
2014-02-17 03:32:56,nodeIn02.ret.org,NONE
2014-02-17 04:32:35,nodeIn02.ret.org,NONE
2014-02-17 05:09:47,nodeIn01.ret.org,NONE
2014-02-17 05:32:14,nodeIn02.ret.org,NONE
2014-02-17 08:02:03,nodeIn02.ret.org,NONE
2014-02-17 08:18:27,nodeIn02.ret.org,NONE
2014-02-17 08:19:04,nodeIn02.ret.org,NONE
2014-02-17 09:43:21,nodeIn01.ret.org,NONE
2014-02-17 10:18:35,nodeId01.ret.org,NONE
2014-02-17 10:18:35,nodeId02.ret.org,NONE
2014-02-17 10:18:36,nodeId01.ret.org,NONE
2014-02-17 10:18:37,nodeId02.ret.org,NONE
2014-02-17 10:18:38,nodeId01.ret.org,NONE
2014-02-17 10:18:38,nodeId02.ret.org,NONE
2014-02-17 10:30:34,nodeIn01.ret.org,NONE
2014-02-17 13:16:39,nodeIn02.ret.org,NONE
2014-02-17 13:17:16,nodeIn02.ret.org,NONE
2014-02-17 14:39:43,nodeIn02.ret.org,NONE
2014-02-17 17:55:37,nodeIn02.ret.org,NONE
2014-02-17 18:37:17,nodeIn01.ret.org,NONE
2014-02-17 18:37:33,nodeIn01.ret.org,NONE
2014-02-17 18:37:45,nodeIn01.ret.org,NONE
2014-02-17 18:37:57,nodeIn01.ret.org,NONE
2014-02-17 18:38:12,nodeIn01.ret.org,NONE
2014-02-17 18:38:23,nodeIn01.ret.org,NONE
2014-02-17 18:38:39,nodeIn01.ret.org,NONE
2014-02-17 18:38:58,nodeIn01.ret.org,NONE
2014-02-17 18:39:21,nodeIn01.ret.org,NONE
2014-02-17 18:39:38,nodeIn02.ret.org,NONE
2014-02-17 18:56:53,nodeIn02.ret.org,NONE
2014-02-17 20:19:21,nodeIn02.ret.org,NONE
2014-02-17 22:01:08,nodeIn01.ret.org,NONE
2014-02-17 22:33:01,nodeIn02.ret.org,NONE
2014-02-17 22:33:16,nodXIn02.ret.org,NONE
2014-02-17 22:33:17,nodXIn02.ret.org,NONE
2014-02-17 22:33:17,nodXIn02.ret.org,NONE
2014-02-17 22:38:22,nodeIn02.ret.org,NONE
2014-02-17 22:39:14,nodeIn02.ret.org,NONE
2014-02-17 22:39:47,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:39:58,nodeIn02.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:46,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:47,nodeIn01.ret.org,NONE
2014-02-17 22:50:49,nodeIn01.ret.org,NONE
2014-02-17 22:50:49,nodeIn01.ret.org,NONE
2014-02-17 22:50:49,nodeIn01.ret.org,NONE
2014-02-17 22:58:23,nodeIn01.ret.org,NONE
2014-02-17 23:12:59,nodeIn01.ret.org,NONE
2014-02-17 23:13:17,nodXIn01.ret.org,NONE
2014-02-17 23:13:17,nodXIn01.ret.org,NONE
2014-02-17 23:13:18,nodXIn01.ret.org,NONE
2014-02-17 23:18:24,nodeIn01.ret.org,NONE
2014-02-17 23:19:24,nodeIn01.ret.org,NONE
2014-02-17 23:19:55,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-17 23:20:06,nodeIn01.ret.org,NONE
2014-02-18 01:30:17,nodeIn02.ret.org,NONE
2014-02-18 03:22:44,nodeIn02.ret.org,NONE
2014-02-18 03:28:21,nodeIn01.ret.org,NONE
2014-02-18 07:53:22,nodeIn01.ret.org,NONE
2014-02-18 08:55:17,nodeIn02.ret.org,NONE
2014-02-18 10:18:25,nodeIn02.ret.org,NONE
2014-02-18 11:20:18,nodeIn02.ret.org,NONE
2014-02-18 11:20:19,nodeIn01.ret.org,NONE
2014-02-18 11:48:20,nodeIn01.ret.org,NONE
2014-02-18 11:48:23,nodeIn02.ret.org,NONE
2014-02-18 13:50:55,nodeIn02.ret.org,NONE
2014-02-18 15:40:13,nodeIn02.ret.org,NONE
2014-02-18 16:04:34,nodeIn01.ret.org,NONE
2014-02-18 16:37:14,nodeIn02.ret.org,NONE
2014-02-18 16:46:05,nodeIn01.ret.org,NONE
2014-02-18 16:46:05,nodeIn01.ret.org,NONE
2014-02-18 16:51:25,nodeIn02.ret.org,NONE
2014-02-18 16:51:25,nodeIn02.ret.org,NONE
2014-02-18 17:51:28,nodeIn01.ret.org,NONE
2014-02-18 19:02:51,nodeIn01.ret.org,NONE
2014-02-18 19:02:53,nodeIn02.ret.org,NONE
2014-02-18 19:08:02,nodeId01.ret.org,NONE
2014-02-18 19:08:02,nodeId02.ret.org,NONE
2014-02-18 19:08:04,nodeId01.ret.org,NONE
2014-02-18 19:08:04,nodeId02.ret.org,NONE
2014-02-18 19:08:06,nodeId01.ret.org,NONE
2014-02-18 19:08:06,nodeId02.ret.org,NONE
2014-02-18 19:23:38,nodeId01.ret.org,NONE
2014-02-18 19:23:38,nodeId02.ret.org,NONE
2014-02-18 19:23:40,nodeId01.ret.org,NONE
2014-02-18 19:23:40,nodeId02.ret.org,NONE
2014-02-18 19:23:42,nodeId01.ret.org,NONE
2014-02-18 19:23:42,nodeId02.ret.org,NONE
2014-02-18 19:36:05,nodeId01.ret.org,NONE
2014-02-18 19:36:05,nodeId02.ret.org,NONE
2014-02-18 19:47:06,nodeIn01.ret.org,NONE
2014-02-18 20:18:16,nodeId01.ret.org,NONE
2014-02-18 20:18:17,nodeId02.ret.org,NONE
2014-02-18 21:52:32,nodeIn01.ret.org,NONE
2014-02-18 23:31:54,nodeIn01.ret.org,NONE
2014-02-19 01:27:34,nodeIn01.ret.org,NONE
2014-02-19 01:40:02,nodeIn02.ret.org,NONE
2014-02-19 03:06:57,nodeIn01.ret.org,NONE
2014-02-19 04:54:27,nodeIn01.ret.org,NONE
2014-02-19 06:01:34,nodeId01.ret.org,NONE
2014-02-19 06:59:53,nodeIn01.ret.org,NONE
2014-02-19 08:47:23,nodeIn01.ret.org,NONE
2014-02-19 10:34:54,nodeIn01.ret.org,NONE
2014-02-19 12:22:25,nodeIn01.ret.org,NONE
2014-02-19 15:22:59,nodeIn01.ret.org,NONE
2014-02-19 17:58:35,nodeIn02.ret.org,NONE
2014-02-19 19:00:24,nodeId01.ret.org,NONE
2014-02-19 19:00:25,nodeId01.ret.org,NONE
2014-02-19 19:00:25,nodeId02.ret.org,NONE
2014-02-19 19:00:26,nodeId02.ret.org,NONE
2014-02-19 19:00:30,nodeId01.ret.org,NONE
2014-02-19 19:00:31,nodeId01.ret.org,NONE
2014-02-19 19:00:31,nodeId02.ret.org,NONE
2014-02-19 19:00:32,nodeId02.ret.org,NONE
2014-02-19 19:00:35,nodeId01.ret.org,NONE
2014-02-19 19:00:36,nodeId02.ret.org,NONE
2014-02-19 19:00:37,nodeId01.ret.org,NONE
2014-02-19 19:00:38,nodeId02.ret.org,NONE
2014-02-19 19:00:38,nodeIn01.ret.org,NONE
2014-02-19 19:00:41,nodeId01.ret.org,NONE
2014-02-19 19:00:41,nodeIn02.ret.org,NONE
2014-02-19 19:00:42,nodeId02.ret.org,NONE
2014-02-19 19:00:43,nodeId01.ret.org,NONE
2014-02-19 19:00:44,nodeId02.ret.org,NONE
2014-02-19 19:00:47,nodeIn01.ret.org,NONE
2014-02-19 19:00:49,nodeIn02.ret.org,NONE
2014-02-19 19:00:53,nodeIn01.ret.org,NONE
2014-02-19 19:00:53,nodeIn02.ret.org,NONE
2014-02-19 19:01:12,nodeIn02.ret.org,NONE
2014-02-19 19:01:14,nodeIn01.ret.org,NONE
2014-02-19 19:01:30,nodeIn01.ret.org,NONE
2014-02-19 19:01:33,nodeIn02.ret.org,NONE
2014-02-19 19:01:49,nodeIn02.ret.org,NONE
2014-02-19 19:01:50,nodeIn01.ret.org,NONE
2014-02-19 19:02:06,nodeIn02.ret.org,NONE
2014-02-19 19:02:08,nodeIn01.ret.org,NONE
2014-02-19 19:02:23,nodeIn01.ret.org,NONE
2014-02-19 19:02:23,nodeIn02.ret.org,NONE
2014-02-19 19:09:45,nodeIn01.ret.org,NONE
2014-02-19 19:38:37,nodeIn02.ret.org,NONE
2014-02-19 20:49:56,nodXIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:09,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:10,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:11,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:12,nodeIn02.ret.org,NONE
2014-02-19 20:50:19,nodeIn02.ret.org,NONE
2014-02-19 20:50:21,nodeIn02.ret.org,NONE
2014-02-19 20:50:21,nodeIn02.ret.org,NONE
2014-02-19 20:50:21,nodeIn02.ret.org,NONE
2014-02-19 20:50:23,nodeIn02.ret.org,NONE
2014-02-19 20:50:25,nodeIn02.ret.org,NONE
2014-02-19 20:50:26,nodeIn02.ret.org,NONE
2014-02-19 20:50:26,nodeIn02.ret.org,NONE
2014-02-19 20:50:26,nodeIn02.ret.org,NONE
2014-02-19 20:50:26,nodeIn02.ret.org,NONE
2014-02-19 20:50:28,nodXIn01.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
2014-02-19 20:50:29,nodeIn02.ret.org,NONE
