time,id,origin,destination
1411579260710,e9,nodeJ,nodeH
1411579260711,e17,nodeH,nodeB
1411579260712,e16,nodeI,nodeD
1411579260713,e18,nodeE,nodeM
1411579260714,e20,nodeD,nodeL
1411579260715,e5,nodeJ,nodeK
1411579260716,e22,nodeE,nodeL
1411579260717,e10,nodeM,nodeK
1411579260718,e3,nodeG,nodeD
1411579260719,e21,nodeN,nodeI
1411579260720,e18,nodeM,nodeK
1411579260721,e17,nodeB,nodeC
1411579260722,e19,nodeF,nodeC
1411579260723,e12,nodeN,nodeI
1411579260724,e19,nodeC,nodeF
1411579260725,e19,nodeF,nodeN
1411579260726,e4,nodeM,nodeN
1411579260727,e6,nodeD,nodeG
1411579260728,e21,nodeI,nodeE
1411579260729,e21,nodeE,nodeH
1411579260730,e14,nodeI,nodeJ
1411579260731,e14,nodeJ,nodeC
1411579260732,e1,nodeM,nodeI
1411579260733,e8,nodeH,nodeD
1411579260734,e18,nodeK,nodeL
1411579260735,e5,nodeK,nodeG
1411579260736,e6,nodeG,nodeC
1411579260737,e15,nodeA,nodeN
1411579260738,e17,nodeC,nodeB
1411579260739,e22,nodeL,nodeM
1411579260740,e6,nodeC,nodeA
1411579260741,e2,nodeL,nodeC
1411579260742,e11,nodeM,nodeG
1411579260743,e16,nodeD,nodeA
1411579260744,e9,nodeH,nodeA
1411579260745,e9,nodeA,nodeJ
1411579260746,e5,nodeG,nodeJ
1411579260747,e10,nodeK,nodeC
1411579260748,e6,nodeA,nodeH
1411579260749,e20,nodeL,nodeM
1411579260750,e5,nodeJ,nodeL
1411579260751,e4,nodeN,nodeL
1411579260752,e7,nodeB,nodeL
1411579260753,e4,nodeL,nodeD
1411579260754,e11,nodeG,nodeH
1411579260755,e6,nodeH,nodeK
1411579260756,e20,nodeM,nodeH
1411579260757,e18,nodeL,nodeN
1411579260758,e16,nodeA,nodeJ
1411579260759,e3,nodeD,nodeF
1411579260760,e4,nodeD,nodeF
1411579260761,e1,nodeI,nodeH
1411579260762,e16,nodeJ,nodeN
1411579260763,e3,nodeF,nodeI
1411579260764,e5,nodeL,nodeI
1411579260765,e5,nodeI,nodeH
1411579260766,e10,nodeC,nodeN
1411579260767,e3,nodeI,nodeB
1411579260768,e5,nodeH,nodeB
1411579260769,e18,nodeN,nodeM
1411579260770,e21,nodeH,nodeC
1411579260771,e22,nodeM,nodeH
1411579260772,e1,nodeH,nodeM
1411579260773,e19,nodeN,nodeE
1411579260774,e9,nodeJ,nodeC
1411579260775,e10,nodeN,nodeA
1411579260776,e13,nodeH,nodeM
1411579260777,e15,nodeN,nodeA
1411579260778,e2,nodeC,nodeH
1411579260779,e21,nodeC,nodeM
1411579260780,e14,nodeC,nodeN
1411579260781,e16,nodeN,nodeC
1411579260782,e9,nodeC,nodeL
1411579260783,e8,nodeD,nodeJ
1411579260784,e3,nodeB,nodeA
1411579260785,e9,nodeL,nodeG
1411579260786,e7,nodeL,nodeB
1411579260787,e9,nodeG,nodeM
1411579260788,e20,nodeH,nodeM
1411579260789,e12,nodeI,nodeB
1411579260790,e19,nodeE,nodeK
1411579260791,e8,nodeJ,nodeM
1411579260792,e4,nodeF,nodeI
1411579260793,e5,nodeB,nodeF
1411579260794,e4,nodeI,nodeM
1411579260795,e20,nodeM,nodeD
1411579260796,e7,nodeB,nodeF
1411579260797,e9,nodeM,nodeE
1411579260798,e21,nodeM,nodeL
1411579260799,e9,nodeE,nodeH
1411579260800,e3,nodeA,nodeH
1411579260801,e5,nodeF,nodeJ
1411579260802,e9,nodeH,nodeF
1411579260803,e8,nodeM,nodeL
1411579260804,e18,nodeM,nodeI
1411579260805,e22,nodeH,nodeI
1411579260806,e14,nodeN,nodeD
1411579260807,e22,nodeI,nodeJ
1411579260808,e8,nodeL,nodeG
1411579260809,e13,nodeM,nodeL
1411579260810,e1,nodeM,nodeF
1411579260811,e3,nodeH,nodeE
1411579260812,e6,nodeK,nodeM
1411579260813,e22,nodeJ,nodeC
1411579260814,e16,nodeC,nodeI
1411579260815,e8,nodeG,nodeE
1411579260816,e1,nodeF,nodeN
1411579260817,e12,nodeB,nodeC
1411579260818,e10,nodeA,nodeM
1411579260819,e12,nodeC,nodeF
1411579260820,e10,nodeM,nodeJ
1411579260821,e6,nodeM,nodeI
1411579260822,e5,nodeJ,nodeB
1411579260823,e2,nodeH,nodeE
1411579260824,e11,nodeH,nodeC
1411579260825,e19,nodeK,nodeD
1411579260826,e5,nodeB,nodeA
1411579260827,e22,nodeC,nodeE
1411579260828,e5,nodeA,nodeM
1411579260829,e12,nodeF,nodeG
1411579260830,e19,nodeD,nodeL
1411579260831,e11,nodeC,nodeE
1411579260832,e8,nodeE,nodeB
1411579260833,e13,nodeL,nodeC
1411579260834,e11,nodeE,nodeJ
1411579260835,e11,nodeJ,nodeH
1411579260836,e4,nodeM,nodeJ
1411579260837,e4,nodeJ,nodeH
1411579260838,e4,nodeH,nodeN
1411579260839,e17,nodeB,nodeC
1411579260840,e21,nodeL,nodeI
1411579260841,e8,nodeB,nodeI
1411579260842,e22,nodeE,nodeF
1411579260843,e21,nodeI,nodeK
1411579260844,e4,nodeN,nodeH
1411579260845,e18,nodeI,nodeN
1411579260846,e18,nodeN,nodeJ
1411579260847,e6,nodeI,nodeC
1411579260848,e19,nodeL,nodeC
1411579260849,e16,nodeI,nodeM
1411579260850,e21,nodeK,nodeL
1411579260851,e16,nodeM,nodeK
1411579260852,e10,nodeJ,nodeH
1411579260853,e17,nodeC,nodeM
1411579260854,e14,nodeD,nodeE
1411579260855,e8,nodeI,nodeD
1411579260856,e12,nodeG,nodeI
1411579260857,e20,nodeD,nodeN
1411579260858,e8,nodeD,nodeB
1411579260859,e11,nodeH,nodeA
1411579260860,e1,nodeN,nodeC
1411579260861,e15,nodeA,nodeF
1411579260862,e5,nodeM,nodeN
1411579260863,e4,nodeH,nodeC
1411579260864,e15,nodeF,nodeE
1411579260865,e3,nodeE,nodeL
1411579260866,e21,nodeL,nodeG
1411579260867,e6,nodeC,nodeK
1411579260868,e14,nodeE,nodeM
1411579260869,e13,nodeC,nodeG
1411579260870,e16,nodeK,nodeJ
1411579260871,e18,nodeJ,nodeE
1411579260872,e17,nodeM,nodeH
1411579260873,e11,nodeA,nodeE
1411579260874,e17,nodeH,nodeF
1411579260875,e15,nodeE,nodeB
1411579260876,e13,nodeG,nodeI
1411579260877,e3,nodeL,nodeJ
1411579260878,e15,nodeB,nodeA
1411579260879,e11,nodeE,nodeN
1411579260880,e4,nodeC,nodeI
1411579260881,e21,nodeG,nodeK
1411579260882,e6,nodeK,nodeJ
1411579260883,e11,nodeN,nodeL
1411579260884,e6,nodeJ,nodeH
1411579260885,e18,nodeE,nodeN
1411579260886,e8,nodeB,nodeK
1411579260887,e8,nodeK,nodeH
1411579260888,e8,nodeH,nodeL
1411579260889,e15,nodeA,nodeN
1411579260890,e13,nodeI,nodeD
1411579260891,e8,nodeL,nodeK
1411579260892,e7,nodeF,nodeD
1411579260893,e16,nodeJ,nodeM
1411579260894,e11,nodeL,nodeF
1411579260895,e10,nodeH,nodeB
1411579260896,e19,nodeC,nodeM
1411579260897,e20,nodeN,nodeM
1411579260898,e15,nodeN,nodeC
1411579260899,e8,nodeK,nodeF
1411579260900,e10,nodeB,nodeN
1411579260901,e8,nodeF,nodeD
1411579260902,e7,nodeD,nodeG
1411579260903,e10,nodeN,nodeF
1411579260904,e20,nodeM,nodeN
1411579260905,e11,nodeF,nodeE
1411579260906,e11,nodeE,nodeB
1411579260907,e1,nodeC,nodeK
1411579260908,e11,nodeB,nodeE
1411579260909,e22,nodeF,nodeL
1411579260910,e8,nodeD,nodeH
1411579260911,e1,nodeK,nodeI
1411579260912,e13,nodeD,nodeN
1411579260913,e15,nodeC,nodeM
1411579260914,e11,nodeE,nodeD
1411579260915,e16,nodeM,nodeF
1411579260916,e5,nodeN,nodeM
1411579260917,e18,nodeN,nodeM
1411579260918,e9,nodeF,nodeN
1411579260919,e9,nodeN,nodeD
1411579260920,e22,nodeL,nodeM
1411579260921,e10,nodeF,nodeK
1411579260922,e13,nodeN,nodeC
1411579260923,e8,nodeH,nodeG
1411579260924,e1,nodeI,nodeB
1411579260925,e5,nodeM,nodeD
1411579260926,e6,nodeH,nodeL
1411579260927,e4,nodeI,nodeL
1411579260928,e22,nodeM,nodeJ
1411579260929,e4,nodeL,nodeD
1411579260930,e20,nodeN,nodeM
1411579260931,e14,nodeM,nodeI
1411579260932,e13,nodeC,nodeF
1411579260933,e22,nodeJ,nodeM
1411579260934,e22,nodeM,nodeF
1411579260935,e11,nodeD,nodeM
1411579260936,e13,nodeF,nodeJ
1411579260937,e5,nodeD,nodeE
1411579260938,e12,nodeI,nodeG
1411579260939,e20,nodeM,nodeD
1411579260940,e16,nodeF,nodeI
1411579260941,e2,nodeE,nodeA
1411579260942,e19,nodeM,nodeC
1411579260943,e1,nodeB,nodeL
1411579260944,e9,nodeD,nodeF
1411579260945,e15,nodeM,nodeG
1411579260946,e8,nodeG,nodeJ
1411579260947,e7,nodeG,nodeL
1411579260948,e17,nodeF,nodeG
1411579260949,e6,nodeL,nodeF
1411579260950,e15,nodeG,nodeN
1411579260951,e3,nodeJ,nodeI
1411579260952,e5,nodeE,nodeF
1411579260953,e9,nodeF,nodeN
1411579260954,e9,nodeN,nodeD
1411579260955,e13,nodeJ,nodeE
1411579260956,e19,nodeC,nodeJ
1411579260957,e17,nodeG,nodeB
1411579260958,e2,nodeA,nodeG
1411579260959,e1,nodeL,nodeM
1411579260960,e20,nodeD,nodeF
1411579260961,e6,nodeF,nodeN
1411579260962,e14,nodeI,nodeH
1411579260963,e21,nodeK,nodeJ
1411579260964,e17,nodeB,nodeM
1411579260965,e5,nodeF,nodeD
1411579260966,e21,nodeJ,nodeD
1411579260967,e7,nodeL,nodeI
1411579260968,e3,nodeI,nodeH
1411579260969,e14,nodeH,nodeI
1411579260970,e19,nodeJ,nodeD
1411579260971,e6,nodeN,nodeI
1411579260972,e14,nodeI,nodeJ
1411579260973,e13,nodeE,nodeJ
1411579260974,e22,nodeF,nodeN
1411579260975,e10,nodeK,nodeF
1411579260976,e15,nodeN,nodeM
1411579260977,e21,nodeD,nodeA
1411579260978,e19,nodeD,nodeF
1411579260979,e12,nodeG,nodeN
1411579260980,e17,nodeM,nodeA
1411579260981,e16,nodeI,nodeN
1411579260982,e15,nodeM,nodeI
1411579260983,e4,nodeD,nodeB
1411579260984,e14,nodeJ,nodeA
1411579260985,e18,nodeM,nodeI
1411579260986,e12,nodeN,nodeF
1411579260987,e5,nodeD,nodeL
1411579260988,e7,nodeI,nodeH
1411579260989,e19,nodeF,nodeN
1411579260990,e1,nodeM,nodeJ
1411579260991,e17,nodeA,nodeI
1411579260992,e11,nodeM,nodeA
1411579260993,e8,nodeJ,nodeM
1411579260994,e2,nodeG,nodeB
1411579260995,e19,nodeN,nodeA
1411579260996,e7,nodeH,nodeM
